"","ID","Symbol","Entrez_Gene_ID","Chromosome","Cytoband","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1172","ILMN_1746148","LRRC33",375387,"3","3q29g",-1.50348192771084,7.57454819277108,-13.8001610673753,2.11865203362448e-29,8.1893033718652e-28,56.0854864845203
"1173","ILMN_1783728","TBRG4",9238,"7","7p13c",1.22360240963856,9.43627108433735,13.7866308713251,2.31284924248154e-29,8.91770230310046e-28,55.9981593959437
"1174","ILMN_1796642","NCF2",4688,"1","1q25.3e",-2.04031325301205,6.86167469879518,-13.7792310996731,2.42649258134875e-29,9.3481280060246e-28,55.9503969789304
"1175","ILMN_1788439","LOC441193",441193,"7","7p22.1c",2.48306024096386,5.79107228915663,13.7744875865046,2.502264518407e-29,9.6320612670468e-28,55.9197786579488
"1176","ILMN_2406873","ARFGAP1",55738,"20","20q13.33d",1.66586746987953,6.62493373493976,13.7706939386875,2.56456427704015e-29,9.86370875784673e-28,55.8952909824468
"1177","ILMN_2317580","SHANK3",85358,"","22q13.33b",-1.3649156626506,9.27857831325301,-13.7650740180932,2.65971998820499e-29,1.0221237971201e-27,55.8590140191208
"1178","ILMN_1745491","UNC5CL",222643,"6","6p21.1h",2.07115662650602,4.72342168674699,13.7609689561164,2.73145223350884e-29,1.04882352484031e-27,55.8325149296824
"1179","ILMN_1652680","LOC652616",652616,"","",-1.84063855421686,4.75575301204819,-13.7602525614023,2.74416756107901e-29,1.05283656427536e-27,55.8278903870648
"1180","ILMN_2302118","CCDC50",152137,"3","3q28d",-1.20677108433734,9.45414457831325,-13.7591254254951,2.76429318737425e-29,1.05968370332154e-27,55.820614353805
"1181","ILMN_2312906","MIA3",375056,"","1q41e",1.47760240963855,6.02707831325301,13.7508058892891,2.91748433675958e-29,1.11748782256442e-27,55.766907760867
"1182","ILMN_1724407","TACC3",10460,"4","4p16.3b",1.60857831325301,7.32285542168675,13.7467876727092,2.99448790144094e-29,1.14603857956381e-27,55.740967463315
"1183","ILMN_1810055","C16orf9",83986,"16","16p13.3f",1.1407108433735,10.4702831325301,13.7374916654117,3.18051972862712e-29,1.21523555777454e-27,55.6809535247645
"1184","ILMN_1672080","NR2F6",2063,"19","19p13.11e",1.05777108433736,9.83510240963855,13.7338947042819,3.25556740260977e-29,1.24288903301605e-27,55.6577312395037
"1185","ILMN_1782560","CD86",942,"3","3q13.33c",-1.96950602409639,6.44500602409639,-13.7304559337596,3.32897105809436e-29,1.26978392697425e-27,55.6355298706499
"1186","ILMN_1733270","CD163",9332,"12","12p13.31c",-2.00642168674698,7.89852409638554,-13.7303399219634,3.33147610948082e-29,1.26978392697425e-27,55.6347808696277
"1187","ILMN_1668592","STON1",11037,"2","2p16.3d",-1.93339759036145,6.62534939759036,-13.728058722719,3.38111928662627e-29,1.28764985117217e-27,55.6200527952003
"1188","ILMN_2235137","FANCD2",2177,"3","3p25.3c-p25.3b",1.56344578313253,6.997,13.7278512237222,3.38567142287356e-29,1.28832832376122e-27,55.6187131143892
"1189","ILMN_2120695","TSPAN7",7102,"X","Xp11.4e",-3.10333734939759,9.2785,-13.726046134929,3.42553132553559e-29,1.30243014421427e-27,55.6070588197807
"1190","ILMN_2326591","ANXA6",309,"5","5q33.1d",-1.37584337349398,5.93899397590361,-13.7233104337064,3.48683804497747e-29,1.32465661022428e-27,55.5893959695002
"1191","ILMN_1806533","PDE7B",27115,"6","6q23.3b",-2.10444578313253,6.89434337349398,-13.7092410290985,3.81991252672995e-29,1.44882489798485e-27,55.4985542960604
"1192","ILMN_1695604","DCBLD1",285761,"6","6q22.2b",1.51175903614458,7.7896265060241,13.7064803590659,3.88891299778172e-29,1.47379343436716e-27,55.4807288216365
"1193","ILMN_1696302","FABP5",2171,"8","8q21.13b",-2.75240963855422,6.18226506024096,-13.7029580682555,3.97876352295153e-29,1.50661648059647e-27,55.4579852756648
"1194","ILMN_1780315","PUSL1",126789,"1","1p36.33a",1.23287951807229,7.36716265060241,13.6994095954378,4.07138284257721e-29,1.54043370366021e-27,55.4350722946961
"1195","ILMN_1754827","LRRC45",201255,"17","17q25.3g",1.43546987951808,6.06663855421687,13.6918552193366,4.27581054323321e-29,1.61646496146621e-27,55.3862913873929
"1196","ILMN_2208413","ARHGAP15",55843,"2","2q22.2a",-1.49861445783132,8.5426686746988,-13.6911704353347,4.29484161154195e-29,1.62234065748741e-27,55.381869444574
"1197","ILMN_1702636","TUBB6",84617,"18","18p11.21e",-2.85422891566265,7.04901807228916,-13.6842554885272,4.49183204191752e-29,1.69399991848471e-27,55.3372159014934
"1198","ILMN_1661802","RAPGEF4",11069,"2","2q31.1e",-1.43524096385542,5.87886144578313,-13.6815576063146,4.57111801206527e-29,1.72110921102053e-27,55.3197938378288
"1199","ILMN_2362858","PILRA",29992,"7","7q22.1c",-1.29016867469879,9.30067469879518,-13.6810447190339,4.58634854665265e-29,1.72544666196884e-27,55.3164817510106
"1200","ILMN_1797744","CGI-38",51673,"16","16q22.1b",-2.75307228915663,9.24045180722892,-13.6805554283044,4.60092569750725e-29,1.72953148693684e-27,55.3133220371214
"1201","ILMN_2374244","DYRK2",8445,"12","12q15a",1.55306024096386,9.33604819277108,13.6760428940895,4.73756986206818e-29,1.778022587459e-27,55.2841809195096
"1202","ILMN_1733519","HMGB3",3149,"X","Xq28c-q28d",2.76703614457832,8.71177108433735,13.675571689193,4.7520705687015e-29,1.78202646326306e-27,55.2811379304788
"1203","ILMN_1705685","MEIS1",4211,"2","2p14b",-1.29816867469879,8.09730120481928,-13.6701820835804,4.92112196022352e-29,1.843933691784e-27,55.2463319947146
"1204","ILMN_2108735","EEF1A2",1917,"20","20q13.33e",5.04501204819277,6.91195180722892,13.6689002387713,4.96220658938015e-29,1.85783096945392e-27,55.238053749471
"1205","ILMN_1664434","TCF3",6929,"19","19p13.3h",1.27419277108434,8.10430120481928,13.664141649913,5.11775010688136e-29,1.91452437626696e-27,55.207322027678
"1206","ILMN_1676998","SCN2B",6327,"11","11q23.3d",-1.83973493975903,5.0176265060241,-13.6620928694831,5.18621216684796e-29,1.93857609130571e-27,55.1940904776837
"1207","ILMN_1710622","NIP",90527,"15","15q21.1a",-2.56695180722891,7.54681325301205,-13.6606179008768,5.23606645315054e-29,1.95563927768273e-27,55.1845646771109
"1208","ILMN_1696585","C20orf42",55612,"20","20p12.3c",2.4142891566265,5.62728915662651,13.6539033278646,5.46915136329527e-29,2.04105568533892e-27,55.1411991142306
"1209","ILMN_1809456","CNTFR",1271,"9","9p13.3c",-1.7449156626506,4.96274698795181,-13.6533150139517,5.49006186463405e-29,2.04721633284269e-27,55.1373994719768
"1210","ILMN_2314417","HYAL1",3373,"3","3p21.31b",-2.88079518072289,7.82649397590361,-13.6519851234122,5.53762561777918e-29,2.06329800662445e-27,55.1288102995878
"1211","ILMN_1726720","NUSAP1",51203,"15","15q15.1c",1.92177108433735,8.16706626506024,13.6500240448667,5.60851735325434e-29,2.08803888651983e-27,55.116144472593
"1212","ILMN_1796339","PLEKHA2",59339,"8","8p11.23b",-1.04527710843374,9.99033734939759,-13.6444776545693,5.81397103034844e-29,2.16181991104662e-27,55.080321952898
"1213","ILMN_1791771","HCK",3055,"20","20q11.21b",-1.68751807228915,8.96731325301205,-13.6443838540676,5.81750966364377e-29,2.16181991104662e-27,55.0797161153143
"1214","ILMN_1666932","FCGR2A",2212,"1","1q23.3a",-1.76955421686747,10.0071265060241,-13.6443008712089,5.82064199705454e-29,2.16181991104662e-27,55.0791801463901
"1215","ILMN_1675191","FLJ33641",202309,"5","5q11.2g",-1.73908433734939,6.13797590361446,-13.6435162093325,5.85034399351019e-29,2.17111728410394e-27,55.0741121699075
"1216","ILMN_1789338","SORBS3",10174,"8","8p21.3a",-1.27532530120482,9.22140963855422,-13.6423355652033,5.89532125432718e-29,2.18606410148496e-27,55.0664865894538
"1217","ILMN_1741165","SLC11A1",6556,"2","2q35e",-2.193578313253,9.37875301204819,-13.6394664699603,6.00606845191782e-29,2.22535603995362e-27,55.0479554262615
"1218","ILMN_1790637","FLJ22531",79703,"11","11q13.1e",1.54424096385543,8.69179518072289,13.6318789898774,6.30908262529355e-29,2.33576705474642e-27,54.9989476387011
"1219","ILMN_2151281","GABARAPL1",23710,"12","12p13.2c",-1.27978313253011,10.5113975903614,-13.6310381492159,6.34359038542697e-29,2.34667424759232e-27,54.9935165222337
"1220","ILMN_2363586","SDCBP",6386,"8","8q12.1c",-1.25219277108433,10.377265060241,-13.628561758183,6.44632165462972e-29,2.38088925290137e-27,54.9775210258875
"1221","ILMN_1760778","ENG",2022,"9","9q34.11a",-1.40775903614457,10.5386024096386,-13.6275507341585,6.48874033647089e-29,2.39465417179283e-27,54.970990574304
"1222","ILMN_1748881","MRAS",22808,"3","3q22.3c",-1.44697590361445,6.11116265060241,-13.6180915243869,6.89939616812772e-29,2.54418653305265e-27,54.9098898620902
"1223","ILMN_1772286","OCIAD2",132299,"4","4p12a",1.75498795180724,9.10974698795181,13.6166260191428,6.96530518354168e-29,2.56645555494998e-27,54.9004233751079
"1224","ILMN_2235283","MAPK1",5594,"22","22q11.21f-q11.22a",-1.23333734939759,8.1818734939759,-13.6085247605766,7.34118174931058e-29,2.7028103827628e-27,54.8480919343608
"1225","ILMN_1652072","MGC42105",167359,"5","5p12c",-2.27777108433735,5.22688554216867,-13.6013262056564,7.69217369510532e-29,2.82755791954464e-27,54.801590174315
"1226","ILMN_1712291","MICAL-L2",79778,"7","7p22.3b",1.9431686746988,6.62043975903614,13.5956790638317,7.97923562614135e-29,2.93076190059694e-27,54.7651093780599
"1227","ILMN_2232121","GPR65",8477,"14","14q31.3c",-1.80539759036144,6.96427710843373,-13.5933110157175,8.10277849134044e-29,2.97379005404365e-27,54.7498114260295
"1228","ILMN_1662795","CA2",760,"8","8q21.2b",-2.78524096385542,9.56148795180723,-13.5929002953609,8.12440004706791e-29,2.97937383429541e-27,54.7471580947667
"1229","ILMN_2390310","MGC14376",84981,"17","17p13.3d",-1.84421686746987,8.65642168674699,-13.5897291536832,8.29329392571435e-29,3.03891384984805e-27,54.7266717691606
"1230","ILMN_1720484","CRTAP",10491,"3","3p22.3c",-1.42601204819276,7.52271686746988,-13.5870859276815,8.43675294839731e-29,3.08904733937382e-27,54.7095957013152
"1231","ILMN_2353276","UPK3B",80761,"7","7q11.23f",-2.88181927710842,5.42484939759036,-13.5848591927888,8.55953269658872e-29,3.13153635241051e-27,54.6952101541332
"1232","ILMN_1714000","NXPH3",11248,"17","17q21.33a",-1.247,4.69266867469879,-13.5804405998951,8.80848877737602e-29,3.21755481655919e-27,54.6666639937161
"1233","ILMN_1807277","IFI30",10437,"19","19p13.11c",-1.69321686746987,10.5037168674699,-13.5774540427746,8.98085108980705e-29,3.27794015444292e-27,54.6473691609004
"1234","ILMN_1776125","TRK1",7206,"11","",-1.98156626506024,5.90010843373494,-13.5737771486534,9.19769704334728e-29,3.35182533319474e-27,54.6236140466227
"1235","ILMN_1766918","KCNK5",8645,"6","6p21.2b",2.03904819277109,7.20388554216867,13.5728339090189,9.25416432341787e-29,3.36976226342154e-27,54.6175200521907
"1236","ILMN_2276290","RALGPS2",55103,"1","1q25.2b",2.1566265060241,4.79338554216868,13.5692253773485,9.47341076039899e-29,3.44689828136583e-27,54.5942061767641
"1237","ILMN_2216582","LYL1",4066,"19","19p13.13b",-1.40324096385542,10.2752228915663,-13.5626625121062,9.88556537561198e-29,3.59404839691913e-27,54.5518041909987
"1238","ILMN_2107184","SNRK",54861,"3","3p22.1a",-1.05195180722892,10.4133975903614,-13.5591197522343,1.01154629218455e-28,3.67475801457669e-27,54.5289143341826
"1239","ILMN_1692742","DENND3",22898,"8","8q24.3c",-1.33927710843373,7.91644578313253,-13.557082032954,1.0250110738478e-28,3.72076619312433e-27,54.5157484368232
"1240","ILMN_1770963","NAALADL1",10004,"11","11q13.1c",-1.47157831325301,6.89686144578313,-13.5542965302729,1.0437076611149e-28,3.7856791140283e-27,54.4977508705053
"1241","ILMN_1699908","IL12RB1",3594,"19","19p13.11c",-1.36475903614458,4.68824698795181,-13.5491387528238,1.07923284991275e-28,3.91148304917715e-27,54.4644251529791
"1242","ILMN_1709348","ALDH1A1",216,"9","9q21.13a",-2.59234939759036,10.293765060241,-13.5447539014034,1.1103843603323e-28,4.02125177223146e-27,54.4360929851144
"1243","ILMN_1682928","CPVL",54504,"7","7p15.1c",-1.81834939759035,9.58478915662651,-13.5424714257121,1.12695431868005e-28,4.07771714762271e-27,54.4213448653704
"1244","ILMN_1791328","STK39",27347,"2","2q24.3f",1.44589156626506,9.43481325301205,13.5423654090617,1.12772994663286e-28,4.07771714762271e-27,54.4206598401487
"1245","ILMN_1670308","GPM6B",2824,"X","Xp22.2",-1.85969879518072,4.47107831325301,-13.5419989607039,1.13041503440401e-28,4.08425012430352e-27,54.4182920366595
"1246","ILMN_1785756","H2AFX",3014,"11","11q23.3e",1.23978313253013,9.27919277108434,13.5399185143669,1.14578085952876e-28,4.13655356895089e-27,54.4048491843429
"1247","ILMN_1821176","",NA,"","",-1.56874698795181,7.80595180722892,-13.5365473747263,1.17112450143656e-28,4.22477031162142e-27,54.3830662606949
"1248","ILMN_1695506","DKK2",27123,"4","4q25a",-1.55809638554217,4.8135421686747,-13.5355946342948,1.17838817390346e-28,4.24767830127991e-27,54.3769099915972
"1249","ILMN_1669773","ANGPTL1",9068,"1","1q25.2b",-1.15518072289156,4.09516867469879,-13.5282174304293,1.23617927631328e-28,4.44909724060119e-27,54.3292403781755
"1250","ILMN_1897310","",NA,"","",1.34860240963856,8.7904578313253,13.5254216966476,1.25881400350799e-28,4.52705732120041e-27,54.3111747121894
"1251","ILMN_2041222","FLJ40504",284085,"17","17q11.2a",1.41604819277109,11.8364819277108,13.5247437487587,1.2643649721803e-28,4.54350627560926e-27,54.30679387311
"1252","ILMN_2339294","LILRB5",10990,"19","19q13.42a",-2.24826506024096,7.19098795180723,-13.5164586601447,1.33421419957419e-28,4.79080774364477e-27,54.2532554720056
"1253","ILMN_2368834","MYH11",4629,"16","16p13.11a",-2.59868674698795,6.40845180722892,-13.5149042803356,1.34774262126396e-28,4.83565060870172e-27,54.2432108567445
"1254","ILMN_1804448","MSI2",124540,"17","17q22c-q22d",1.3597108433735,6.7646265060241,13.5090325173296,1.40009734261955e-28,5.01575704405308e-27,54.2052662013722
"1255","ILMN_1694596","MLSTD1",55711,"12","12p11.22a",-1.56051807228916,5.0364156626506,-13.5069536622087,1.41911693424001e-28,5.07997978769518e-27,54.1918319756114
"1256","ILMN_2202948","BUB1",699,"2","2q13b",2.24657831325301,5.80142168674699,13.4995724467693,1.48876110342537e-28,5.32518394686766e-27,54.1441313834954
"1257","ILMN_1729851","APIN",54959,"4","4q13.3a",-1.75657831325301,5.35443373493976,-13.4976628387415,1.5073291154575e-28,5.38745610059753e-27,54.1317904669268
"1258","ILMN_1721035","MS4A6A",64231,"11","11q12.1d-q12.2a",-1.77534939759036,10.6831204819277,-13.4967136280602,1.51664477507457e-28,5.4165884824092e-27,54.1256561242204
"1259","ILMN_2374449","SPP1",6696,"4","4q22.1b",3.49880722891567,8.13880120481928,13.4947903412344,1.53569711904634e-28,5.4804233335115e-27,54.1132266798647
"1260","ILMN_1687526","LOC652773",652773,"","",-2.24485542168674,5.78022289156627,-13.4920338047302,1.56342210335202e-28,5.57508648818013e-27,54.0954121221727
"1261","ILMN_1697916","GYLTL1B",120071,"11","11p11.2c",1.67630120481928,4.99778915662651,13.4857721931805,1.62827610512569e-28,5.7930251636071e-27,54.0549448070881
"1262","ILMN_1800952","PSMD11",5717,"17","17q11.2e",1.14377108433735,6.53468072289157,13.4849511967421,1.63697675613542e-28,5.8195274587383e-27,54.049638834622
"1263","ILMN_1811574","MAPK8IP3",23162,"16","16p13.3e",1.92875903614458,9.02925903614458,13.4785491430469,1.70643887375102e-28,6.06183404350057e-27,54.0082628299762
"1264","ILMN_2320330","MAL",4118,"2","2q11.1c",-2.17220481927711,7.62260843373494,-13.47755468096,1.71749030704553e-28,6.09643505936011e-27,54.0018356109458
"1265","ILMN_1675709","ARFGAP1",55738,"20","20q13.33d",1.42989156626507,9.87777710843373,13.4748237333263,1.7482090287698e-28,6.19601523153931e-27,53.9841853527238
"1266","ILMN_1738816","FOXO1A",2308,"13","13q14.11a",-1.12484337349397,9.37114457831325,-13.4746002567855,1.75074697896518e-28,6.20028442664745e-27,53.9827410046586
"1267","ILMN_1730816","GPR162",27239,"12","12p13.31d",-1.72456626506024,9.04301807228916,-13.4742411982139,1.75483241249578e-28,6.20530092631587e-27,53.9804203759416
"1268","ILMN_1807825","LY86",9450,"6","6p25.1a",-1.94557831325301,9.67693373493976,-13.4706320636782,1.7964313958129e-28,6.3475729411322e-27,53.9570940455668
"1269","ILMN_1713807","MAN1C1",57134,"1","1p36.11b",-1.6054578313253,7.73709036144578,-13.46872804134,1.81877332144632e-28,6.42163701194029e-27,53.9447879713848
"1270","ILMN_1696266","XRCC3",7517,"14","14q32.33a",1.49515662650603,6.03246987951807,13.465754011589,1.85422838103132e-28,6.54185278588441e-27,53.9255660656112
"1271","ILMN_1716563","PRKCB1",5579,"16","16p12.1b",-1.39122891566264,5.14468674698795,-13.4640398590553,1.87497706078333e-28,6.61004043414896e-27,53.9144869755614
"1272","ILMN_1671928","PROS1",5627,"3","3q11.2a",-1.55812048192769,10.7369156626506,-13.4634689250703,1.88193928484937e-28,6.62955884435573e-27,53.910796840856
"1273","ILMN_1803824","ZDHHC9",51114,"X","Xq25h",1.2170481927711,11.539813253012,13.4596836290738,1.92875774177961e-28,6.78934405698348e-27,53.8863310422729
"1274","ILMN_1723043","NAPSB",256236,"","19q13.33c",-2.20677108433735,6.2370843373494,-13.458999956263,1.93733717275923e-28,6.81438566817733e-27,53.8819121729368
"1275","ILMN_1740395","RAVER1",125950,"19","19p13.2c",1.08921686746989,8.50653614457831,13.4574389470186,1.95706972731039e-28,6.87858974451497e-27,53.8718226651721
"1276","ILMN_1680424","CTSG",1511,"14","14q12a",-3.22853012048193,8.00885542168675,-13.4563697057749,1.97070182129265e-28,6.92127150227404e-27,53.8649116453368
"1277","ILMN_2112988","NCF1C",654817,"","",-2.00298795180723,8.01373493975904,-13.4530915342004,2.01309129537848e-28,7.06481096113957e-27,53.8437230921666
"1278","ILMN_1719792","PHLDB2",90102,"3","3q13.2a",-1.68753012048192,5.76711445783133,-13.4526645755188,2.01867896017882e-28,7.07907780153207e-27,53.8409634156427
"1279","ILMN_1718977","GADD45B",4616,"19","19p13.3g",-1.80933734939759,9.23906626506024,-13.4505168297363,2.04702304799865e-28,7.17306493835247e-27,53.8270812545059
"1280","ILMN_1692517","SORD",6652,"","15q21.1a",1.33809638554217,10.582156626506,13.4494487053625,2.06126714502211e-28,7.21753932556687e-27,53.8201772928551
"1281","ILMN_1769388","GJB2",2706,"13","13q12.11a",3.03503614457832,5.9785421686747,13.4474653181592,2.08798041554766e-28,7.30557481737893e-27,53.8073573448236
"1282","ILMN_1698804","ATP10B",23120,"5","5q34a",3.25936144578314,5.68351204819277,13.434990256491,2.26412643409565e-28,7.91593076582314e-27,53.7267208098342
"1283","ILMN_2059689","TMEM54",113452,"1","1p35.1b",1.36243373493977,9.92097590361446,13.433167699585,2.2910767051604e-28,8.00413724943339e-27,53.7149398562055
"1284","ILMN_1689734","IL1RN",3557,"2","2q13d",-2.10157831325301,5.4908734939759,-13.4324515489912,2.30175410242644e-28,8.03540283504725e-27,53.7103106609345
"1285","ILMN_1760563","BAT2",7916,"6","6p21.33a",1.30061445783132,9.21862048192771,13.4312112495021,2.32036418110226e-28,8.0942936550079e-27,53.7022933433043
"1286","ILMN_2352131","ERBB2",2064,"17","17q12c",1.20967469879519,11.6168373493976,13.4221143188254,2.46154010899719e-28,8.58033096464539e-27,53.6434896423509
"1287","ILMN_2352097","GPR56",9289,"16","16q13d",1.42621686746989,11.0673493975904,13.4136523706877,2.60056651460463e-28,9.05815302839815e-27,53.5887890132024
"1288","ILMN_1802627","MGC10911",84262,"7","7p22.3b-p22.3a",1.19374698795181,8.19846385542169,13.4119591018431,2.62931574463245e-28,9.15143578783e-27,53.5778430281104
"1289","ILMN_1678805","POMT2",29954,"14","14q24.3c",1.30668674698795,7.39672891566265,13.4088440273479,2.68303835676845e-28,9.33143482346543e-27,53.557705755552
"1290","ILMN_1658027","RAD54L",8438,"1","1p34.1a-p33d",1.53989156626506,5.76922289156627,13.4063765251534,2.72637137126324e-28,9.47505745618392e-27,53.5417545486889
"1291","ILMN_2202423","HELLS",3070,"10","10q23.33c",1.91525301204819,4.80110843373494,13.4026476755113,2.79318784682301e-28,9.70001754124495e-27,53.5176491092109
"1292","ILMN_1653319","MC1R",4157,"16","16q24.3b",1.75306024096386,7.58569879518072,13.4023267895305,2.79901373312509e-28,9.7129954171878e-27,53.5155747037417
"1293","ILMN_1717163","F13A1",2162,"6","6p25.1a",-2.50497590361446,7.62862048192771,-13.3971854102801,2.8940341416212e-28,1.00352414306775e-26,53.4823373683762
"1294","ILMN_1740728","FLJ42461",342527,"17","17p13.2c",-1.43230120481928,4.60945180722892,-13.3899201550744,3.03383540301919e-28,1.0512171850998e-26,53.4353689788039
"1295","ILMN_1714167","CYB5A",1528,"18","18q22.3c",-1.31573493975903,12.906,-13.3883215042499,3.06549318657945e-28,1.06139563049847e-26,53.4250338891735
"1296","ILMN_1750312","OSTbeta",123264,"15","15q22.31b",-1.72549397590361,4.72485542168675,-13.3798441992698,3.23897455076169e-28,1.12062735573228e-26,53.3702282805652
"1297","ILMN_1751958","NSUN5",55695,"7","7q11.23a",1.04040963855422,8.81313253012048,13.3795089532429,3.24603344611232e-28,1.12223461148121e-26,53.3680608931694
"1298","ILMN_1661138","LOC654017",654017,"","",1.22221686746989,8.499,13.3784048254546,3.26939081924442e-28,1.12939746325243e-26,53.360922619886
"1299","ILMN_1670099","NOSTRIN",115677,"2","2q24.3f",-2.24544578313254,8.70443373493976,-13.378300360303,3.27160942580866e-28,1.12939746325243e-26,53.3602472432285
"1300","ILMN_1682636","CXCL2",2920,"4","4q13.3d",-2.87568674698795,9.3310843373494,-13.3736254495018,3.37245150480851e-28,1.16334566004151e-26,53.3300233087688
"1301","ILMN_1659437","TXNL5",84817,"17","17p13.2a",1.20174698795182,12.3154397590361,13.3729329618961,3.38765126371833e-28,1.16772263723426e-26,53.3255462468336
"1302","ILMN_2352303","RASSF2",9770,"20","20p13a",-1.53518072289156,7.95198795180723,-13.3721080342657,3.40584749908174e-28,1.17312524968371e-26,53.3202129235043
"1303","ILMN_2109197","EPB41L3",23136,"18","18p11.31c-p11.31b",-1.97656626506023,8.25803012048193,-13.3716588771344,3.41579608090511e-28,1.17568110852767e-26,53.3173090267449
"1304","ILMN_1815264","RHBDD3",25807,"22","22q12.2a",1.34321686746988,7.11088554216867,13.3709586274199,3.43136425520073e-28,1.18016596055351e-26,53.3127817552172
"1305","ILMN_1758719","NEDD9",4739,"6","6p24.1c",-1.58439759036144,8.47496987951807,-13.3691618013663,3.47163743263903e-28,1.19313481609546e-26,53.3011648292927
"1306","ILMN_1669310","RHOT2",89941,"16","16p13.3f",1.14301204819278,9.55632530120482,13.3601737267004,3.68030353418141e-28,1.26391517237397e-26,53.2430537905152
"1307","ILMN_1784436","KIAA1688",80728,"8","8q24.3h",1.74503614457832,8.47451807228916,13.355559583137,3.79225302860499e-28,1.30044075095967e-26,53.2132211604195
"1308","ILMN_1703284","SPIRE2",84501,"16","16q24.3b",1.89083132530121,7.49593373493976,13.3529770084764,3.8563926913688e-28,1.32146101804458e-26,53.1965234177869
"1309","ILMN_1692198","LOC641765",641765,"","7q11.21e",1.22407228915663,5.34426506024096,13.344938168072,4.06307224466413e-28,1.39125816919648e-26,53.1445471886113
"1310","ILMN_1736184","GSTM3",2947,"1","1p13.3b",-2.28734939759035,8.29744578313253,-13.3434068228795,4.10368220828225e-28,1.40412967391556e-26,53.1346459333186
"1311","ILMN_1799120","WFDC2",10406,"20","20q13.12b",1.67914457831326,5.63196987951807,13.3388662837541,4.226496257979e-28,1.44508879408841e-26,53.1052878143956
"1312","ILMN_2340027","TSPAN4",7106,"11","11p15.5c",-1.3660361445783,10.0406807228916,-13.3342120312903,4.35620371196155e-28,1.48834292877452e-26,53.0751940705686
"1313","ILMN_1660942","LOC653352",653352,"16","",2.38910843373494,5.99598795180723,13.331415893117,4.43603541985209e-28,1.51450548475126e-26,53.0571144498491
"1314","ILMN_1779333","MSRB3",253827,"12","12q14.3a",-1.59019277108434,4.54221686746988,-13.3242414800855,4.64763020196614e-28,1.58558183706108e-26,53.0107246072664
"1315","ILMN_1699931","HCST",10870,"19","19q13.12a",-1.38844578313252,11.4311987951807,-13.3178194763967,4.84558502137581e-28,1.65190398455993e-26,52.9691991001668
"1316","ILMN_1780591","FAT3",120114,"11","11q14.3d",-1.70067469879518,5.28272289156626,-13.313619137316,4.9795990768125e-28,1.69634693825481e-26,52.9420387841374
"1317","ILMN_1727642","GCS1",7841,"2","2p13.1b",1.00350602409639,7.99964457831325,13.3122704080481,5.02341265182116e-28,1.70876875135102e-26,52.9333175409578
"1318","ILMN_1743966","BCL9L",283149,"11","11q23.3e",1.53587951807229,7.10250602409639,13.3119936525724,5.03245065411327e-28,1.71059177935868e-26,52.9315279624526
"1319","ILMN_1799848","ANKRD22",118932,"10","10q23.31b",2.68256626506024,6.42457228915663,13.2987745706707,5.48363553864427e-28,1.85987638619226e-26,52.846048188034
"1320","ILMN_1777998","ARHGAP25",9938,"2","2p14a",-1.32283132530121,8.38669277108434,-13.2961616553837,5.57749770749006e-28,1.89033267783009e-26,52.829151711513
"1321","ILMN_1711904","MXD3",83463,"5","5q35.3a",1.28586746987952,6.70139156626506,13.2960479504398,5.58161855872022e-28,1.89035151478871e-26,52.8284164333695
"1322","ILMN_2360291","UGCGL1",56886,"2","2q14.3e",1.81813253012049,8.27396987951807,13.2870602275174,5.91717233525839e-28,2.00253648900666e-26,52.7702962587381
"1323","ILMN_1786176","CD37",951,"19","19q13.33a",-2.06169879518072,8.87722289156627,-13.2869124113784,5.92285646481593e-28,2.00300236810139e-26,52.7693403773596
"1324","ILMN_1724293","KDELR2",11014,"7","7p22.1b",1.25178313253013,10.4620602409639,13.2866024225872,5.93479453655744e-28,2.00558100254303e-26,52.7673357743325
"1325","ILMN_2200562","LOC595101",595101,"16","16p11.2d",1.05693975903614,5.95334939759036,13.2863223831584,5.94559991474514e-28,2.00777339168954e-26,52.7655248433908
"1326","ILMN_1674231","CHAF1B",8208,"21","21q22.12b-q22.13a",1.8329156626506,6.19638554216867,13.2842683730363,6.02545823897423e-28,2.03178976151053e-26,52.7522421383578
"1327","ILMN_1770865","TRIM46",80128,"1","1q22a",2.00900000000001,5.0263313253012,13.2828953186136,6.07943907994102e-28,2.04850664650187e-26,52.7433629448633
"1328","ILMN_1718405","RAPH1",65059,"2","2q33.2a",1.96830120481928,5.12860843373494,13.2823669235288,6.10034131145798e-28,2.0540613394844e-26,52.7399459404108
"1329","ILMN_1749114","OTC",5009,"X","Xp11.4e",-1.52634939759036,4.39894578313253,-13.2797247070541,6.20594561160104e-28,2.08810760448226e-26,52.7228592935179
"1330","ILMN_1706118","C16orf34",90861,"16","16p13.3e",1.34737349397591,7.88557831325301,13.2779727331016,6.27697510764904e-28,2.11047969996877e-26,52.7115295937038
"1331","ILMN_1722753","GJA5",2702,"1","1q21.1c",-1.71196385542168,6.50235542168675,-13.2644877043393,6.85162267439675e-28,2.30036429140396e-26,52.6243227566473
"1332","ILMN_1806710","ESPN",83715,"1","1p36.31a",2.62598795180724,5.74062048192771,13.2584838872817,7.12412372058633e-28,2.3901280880755e-26,52.5854955590129
