"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"5513","TM4SF18",1.14436531848821,7.35063196260834,5.15336454684425,1.05070234444207e-06,3.71357431189077e-06,4.49011822102256
"5514","NAT1",0.597020863670909,6.71833912284614,5.15313847144804,1.05173513592383e-06,3.7165504395132e-06,4.48916384940009
"5515","PEX5",0.375148147782294,10.7363735556417,5.1527692128064,1.05342416690025e-06,3.72184404207642e-06,4.48760508990942
"5516","FAM81A",-0.551463841166207,5.24829579260678,-5.15057160875793,1.06353108111765e-06,3.75687148578272e-06,4.47832974953617
"5517","ARSB",0.3525008302138,6.4240040556922,5.14862733952575,1.07255164416166e-06,3.7880494447145e-06,4.47012572465753
"5518","SERF2",0.457030713855149,13.1162162951636,5.14805685012881,1.07521258717471e-06,3.79675919918436e-06,4.46771886144445
"5519","PIAS4",-0.428794003364562,9.68837764084502,-5.14669750868903,1.08157894293186e-06,3.81838082048728e-06,4.46198455162784
"5520","LARS2",-0.397233309776932,7.22049766698694,-5.14666586247024,1.08172759194713e-06,3.81838082048728e-06,4.46185106508549
"5521","LOC650141",-0.828975133976095,7.55964325693842,-5.14647579588691,1.08262079408398e-06,3.82049673133995e-06,4.46104935834242
"5522","SCRG1",0.579495496006643,5.32734830213867,5.14645487242878,1.08271916604871e-06,3.82049673133995e-06,4.46096110368603
"5523","HSP90AA1",-0.378958723516535,10.1962086655184,-5.14576176169828,1.08598276554695e-06,3.83131888225282e-06,4.45803770654088
"5524","PAMCI",0.715856826957951,5.79640911883009,5.14530363549726,1.08814517143685e-06,3.8382528358883e-06,4.45610556143495
"5525","C5",1.04064892556388,9.6178396369827,5.1441628925156,1.09354785335209e-06,3.85661175069059e-06,4.45129495396028
"5526","MCAM",0.40361242502676,5.50309968750053,5.14398758655294,1.09438043543687e-06,3.85884958097853e-06,4.45055573377096
"5527","LITAF",0.503160435662926,12.1300513632143,5.14390318899853,1.0947814857238e-06,3.85956527036877e-06,4.45019985663312
"5528","CDK2AP2",-0.592006602377891,8.92359504024823,-5.14350513109903,1.09667495607933e-06,3.86554115759873e-06,4.44852142504047
"5529","ATG5",0.516159970523709,8.11603632870162,5.14296895124871,1.09923048657586e-06,3.87384807938698e-06,4.44626072447247
"5530","C3orf59",0.46795158089946,7.7706928058778,5.1416263482584,1.10565506353571e-06,3.89578461356117e-06,4.44060054518625
"5531","ZNF682",-0.630390696269883,9.75126648635274,-5.14131731116845,1.10713902985796e-06,3.90030808113947e-06,4.43929783072104
"5532","TTC4",-0.293704960209848,10.2473886199135,-5.14096971168143,1.10881048859481e-06,3.90549030554409e-06,4.43783261935003
"5533","TRIM31",-0.648405055555962,5.58838082187559,-5.139566255647,1.11558415895112e-06,3.92863859337838e-06,4.43191736600511
"5534","PPFIA1",-0.484686919867386,7.63974625560553,-5.13886279633488,1.11899450525324e-06,3.93993638143466e-06,4.42895282533586
"5535","DLG5",-0.409889644359183,5.67081812470006,-5.1379998180299,1.12319207290661e-06,3.95400136234605e-06,4.42531638407224
"5536","ELF1",0.459022421276687,10.4988215995483,5.13710362180985,1.12756745517041e-06,3.96868711416102e-06,4.42154037588158
"5537","THAP1",0.443256628013217,6.12120296277633,5.13497193803182,1.13804154397656e-06,4.00482923684003e-06,4.41256046818719
"5538","LCN12",-0.496228906845377,5.33956601812077,-5.13487887515252,1.1385009644876e-06,4.00572251589759e-06,4.41216848608557
"5539","BNIP3L",0.545609595870372,8.72224202188512,5.13446825056154,1.14053024058426e-06,4.01213788369457e-06,4.41043898329456
"5540","ARSD",-0.417039296108166,7.72211670421605,-5.13292723953059,1.14817728351687e-06,4.03830945294698e-06,4.40394920328373
"5541","MMP13",-0.800066859759143,5.2472054961389,-5.13262984421436,1.14965880512723e-06,4.04279043817074e-06,4.40269690070763
"5542","CCDC121",0.372525572486587,5.83016538532668,5.13175023839045,1.15405161105885e-06,4.05750552895736e-06,4.39899323471268
"5543","ALOX12B",-0.360789229821454,5.04427698244562,-5.13146867139854,1.15546122662074e-06,4.06172866691415e-06,4.39780775413256
"5544","MUC13",-1.50311697392735,5.74607936863881,-5.13131009550821,1.15625584726904e-06,4.06378881385953e-06,4.39714012065888
"5545","NT5DC2",-0.612761156558498,9.31687353836721,-5.13032084361239,1.16122500489332e-06,4.08051744280365e-06,4.39297548352622
"5546","CIC",-0.442444213871688,8.37860409392737,-5.12920099257351,1.16687529436723e-06,4.09963308884701e-06,4.38826165084349
"5547","LOC642373",0.269692611377902,5.13386513417975,5.12897562627765,1.16801563010342e-06,4.10289968497658e-06,4.38731308625413
"5548","MRPS33",-0.387285799559727,8.9159840287878,-5.12891669526965,1.16831399542178e-06,4.10320803907597e-06,4.38706505054539
"5549","EBNA1BP2",-0.368877634328404,10.8968019831718,-5.12783332062001,1.1738123281865e-06,4.12177567394378e-06,4.38250553754151
"5550","PHF14",-0.415241520710853,6.84683945110926,-5.12658020259315,1.18020359322562e-06,4.14347153405426e-06,4.3772323980446
"5551","SOCS7",-0.243030831335813,5.223807284517,-5.12336753847964,1.19674440471052e-06,4.20015697647547e-06,4.36371718012677
"5552","RSAD1",-0.409140656569247,7.38794198869265,-5.1233605406769,1.19678067915791e-06,4.20015697647547e-06,4.36368774721826
"5553","LOC400721",0.686763191041234,6.4609654767119,5.12271867296574,1.20011248270934e-06,4.21109161274834e-06,4.36098814594521
"5554","ZNF483",-0.427855825433618,6.46191735135566,-5.1222606488922,1.20249551531658e-06,4.21869375512128e-06,4.35906189475945
"5555","RRAD",1.07965454278041,8.52497386891476,5.12220801277057,1.20276966857823e-06,4.21889594819924e-06,4.35884053697136
"5556","RNU43",-0.390516627853612,5.11033468761447,-5.12151870381924,1.20636553394051e-06,4.23074737739936e-06,4.35594182575848
"5557","NUDCD3",-0.465714087511564,9.81090889044877,-5.12079644119786,1.21014454315743e-06,4.24299739668102e-06,4.35290480109512
"5558","IFIT5",0.622672335325426,6.79303351987887,5.1207679122607,1.21029404828089e-06,4.24299739668102e-06,4.35278484601805
"5559","HLA-DMB",0.66462525555561,12.892314698372,5.12027870912437,1.21286050586182e-06,4.25122988967757e-06,4.3507279687145
"5560","LOC554203",-0.685805505177714,7.01166767486415,-5.11946487313586,1.2171418046839e-06,4.26546907630679e-06,4.34730643295194
"5561","LOC653216",1.17222718462666,6.45633546454963,5.11722956845345,1.22897683973557e-06,4.30617042299003e-06,4.33791051800833
"5562","NUF2",-0.457228018944019,5.08534113316264,-5.1159771590792,1.23565677007003e-06,4.32879758446863e-06,4.33264725601323
"5563","CASP7",0.286177299890882,6.00470560238708,5.11502512181238,1.24075826819713e-06,4.34588798414905e-06,4.32864685627349
"5564","UFM1",0.6341092897651,8.08322868974458,5.11462789828358,1.2428928546347e-06,4.35258218414038e-06,4.3269778877833
"5565","ELA2A",0.253582405435315,4.94204908307283,5.11435533101428,1.2443596367452e-06,4.35693576315907e-06,4.32583272067097
"5566","SEC11L1",0.351646349019587,12.1479925559109,5.11381983282072,1.2472462571113e-06,4.36625823209013e-06,4.32358298525618
"5567","COCH",-1.20293914954819,6.03971608057173,-5.11372619125045,1.24775170471718e-06,4.36724303330595e-06,4.32318959354708
"5568","BANP",-0.366555248196816,8.54339475674643,-5.11347779802204,1.2490934197816e-06,4.37115396631547e-06,4.32214610648775
"5569","TMED4",-0.543914625043829,10.7875443602552,-5.11340459686342,1.24948908952113e-06,4.3717534403518e-06,4.32183859834494
"5570","ELF2",-0.397962588425687,7.31511228474366,-5.11194258432357,1.25741723748036e-06,4.39847222756246e-06,4.31569746595261
"5571","BECN1",-0.37785983329959,9.18326138971244,-5.11191320644422,1.25757704797282e-06,4.39847222756246e-06,4.31557407660368
"5572","VDAC1",-0.507016534380785,11.312883903043,-5.11171648677174,1.25864767833694e-06,4.40142677896542e-06,4.3147478504525
"5573","Septin 6",-0.418479770809029,6.24123676397295,-5.11008045390983,1.26758611729256e-06,4.43188865879158e-06,4.30787726370401
"5574","TLN1",0.404376209594627,9.83031008852333,5.10794122669023,1.27936708953088e-06,4.47227623600812e-06,4.2988955949446
"5575","ESRRA",-0.374453020275505,8.50536471891598,-5.10695485495467,1.28483501638673e-06,4.49058480615165e-06,4.29475505958669
"5576","PRSS23",0.792101236941805,9.77180467386464,5.10512687945941,1.29502860237924e-06,4.52540034385931e-06,4.28708302855508
"5577","CNGA1",-0.727337422200138,5.26844564396488,-5.10494448122877,1.29605004619764e-06,4.5281576385442e-06,4.28631759699568
"5578","SAR1B",-0.364310563599441,7.51233158518847,-5.10480946765067,1.29680663781268e-06,4.52998876618504e-06,4.28575102562583
"5579","LOC221955",-0.512244990032084,9.90441082319434,-5.1045819760656,1.29808243272317e-06,4.5336325867738e-06,4.2847964007846
"5580","B4GALT4",-0.457556902865313,7.25417407856722,-5.10435976073976,1.299329818237e-06,4.53703973296173e-06,4.28386394281437
"5581","CCL16",0.292930577612188,5.29865990381637,5.10432524533838,1.29952367203795e-06,4.53703973296173e-06,4.2837191119056
"5582","KIAA0831",-0.466441165061985,8.63547936870076,-5.10398971997429,1.30140959996746e-06,4.54281011382408e-06,4.28231123820798
"5583","DNCL2A",0.499655398569242,9.81792977967908,5.10360372284832,1.3035825185069e-06,4.54958004175301e-06,4.28069165624329
"5584","LOC644852",-0.789021025855598,7.1091910235995,-5.10328896615799,1.30535701416273e-06,4.55495727452736e-06,4.27937104524181
"5585","C17orf40",-0.419384120856504,9.69821054249604,-5.10223508567685,1.31131559368219e-06,4.57493005244361e-06,4.27494970088417
"5586","SEPHS2",-0.538482300825219,9.20046532004737,-5.10182294821059,1.31365299440967e-06,4.58226433871685e-06,4.27322081838817
"5587","NT5E",-0.914508596641905,7.93519713322611,-5.10072186913819,1.31991758820064e-06,4.60329232255048e-06,4.26860231782049
"5588","LOC390466",0.81340898947831,8.96240867979184,5.10064923693533,1.32033185093957e-06,4.60391304859656e-06,4.26829768268756
"5589","SDHC",-0.40837434368823,9.25359790564087,-5.0977423373325,1.33701591612232e-06,4.66125516651338e-06,4.25610777993768
"5590","DDX3X",0.440933685065236,11.2967037194395,5.09543529891919,1.35040308510082e-06,4.70702653321756e-06,4.24643649999702
"5591","EHD1",0.534130128023122,11.1735152331746,5.09539674029526,1.35062793673181e-06,4.70702653321756e-06,4.24627488295862
"5592","ZHX2",0.534421791286046,8.47532752373477,5.09526007718858,1.35142517076212e-06,4.70896270606223e-06,4.24570207088836
"5593","C20orf103",-1.06662329123848,7.42252444310351,-5.09264502361328,1.36676886658364e-06,4.76157542738822e-06,4.23474317227679
"5594","FARSLB",-0.354285273764429,14.992851466974,-5.09206462973314,1.37019723574117e-06,4.77266591677094e-06,4.23231140211003
"5595","KIAA1727",0.622930929989892,8.06909598690872,5.091961759052,1.37080576294981e-06,4.77393213424077e-06,4.23188040655714
"5596","SLC6A12",0.712164797112998,6.62971754392009,5.09180473053154,1.37173516617727e-06,4.77631517386779e-06,4.23122251749821
"5597","KIAA1559",-0.590119680733808,5.90443137949734,-5.090412079281,1.38000474022328e-06,4.80425091356988e-06,4.2253884095143
"5598","MOBKL2A",0.455542806731776,8.40787388233381,5.09023214211845,1.38107674408235e-06,4.80712403687827e-06,4.22463468907895
"5599","RB1",0.719934548605132,6.39804869179679,5.09001345496418,1.38238069895664e-06,4.81080334330596e-06,4.22371867557093
"5600","CD40",0.547615309482467,7.00796913130019,5.08920989712964,1.38718233812527e-06,4.82665140328051e-06,4.22035303294693
"5601","LOC81691",-0.669010450347959,7.28395965947201,-5.08869487260872,1.39026839146138e-06,4.83652555037048e-06,4.21819606858102
"5602","VPS28",0.404171466885757,10.6126912777316,5.08782800172532,1.39547783114975e-06,4.8537817814982e-06,4.21456585685789
"5603","WISP1",-0.590218283895887,5.56116085445349,-5.08764570952989,1.39657572840536e-06,4.85673354773844e-06,4.21380251844293
"5604","CDKN2A",-0.723794142843968,5.56300234342967,-5.08660846867561,1.40283878267453e-06,4.87764341192243e-06,4.20945946146975
"5605","KIAA1772",-0.569445075336316,5.10250480183464,-5.0865552540602,1.40316083907628e-06,4.87789276528122e-06,4.20923666043147
"5606","SSX9",-0.490438263769997,6.8091157293184,-5.08646200818007,1.4037253394946e-06,4.87898470211422e-06,4.2088462585023
"5607","LETM2",-0.315465944252634,5.176952890049,-5.08625501584798,1.4049792390979e-06,4.8824719946179e-06,4.2079796391149
"5608","ZRANB1",-0.611675606844681,7.88441634852043,-5.08492680865373,1.41305112877737e-06,4.90964715481938e-06,4.20241933889663
"5609","APOBEC3A",0.278821516501512,4.9865423212091,5.08475889338077,1.41407480738104e-06,4.9123279767908e-06,4.20171645768425
"5610","ETHE1",0.57371024048258,5.93277852055383,5.08466266220332,1.41466179660421e-06,4.91349110638737e-06,4.20131364758398
"5611","LMLN",-0.445193789766425,5.537887453056,-5.08460173051147,1.41503358933809e-06,4.91390652080784e-06,4.20105859864859
"5612","MGC75360",-0.283259931761618,5.0299826726662,-5.08388784042497,1.41939669564324e-06,4.92817972462733e-06,4.19807053010415
"5613","TBPL1",0.362653531373539,9.03081904278105,5.08350860683075,1.42171979607875e-06,4.93536615474692e-06,4.19648331323175
"5614","WDR1",0.590039725164264,9.84852521908111,5.08324740030514,1.42332204205283e-06,4.94004809216235e-06,4.19539012218135
"5615","LOC442535",0.489753504649412,5.53561794116787,5.07952863908017,1.44632461689936e-06,5.01847467098671e-06,4.1798303941577
"5616","ACY1L2",-0.564048872588629,6.10898396188689,-5.07947835790366,1.44663810055226e-06,5.01847467098671e-06,4.17962006161
"5617","LOC651017",-0.378315674064467,5.08154995943953,-5.07946988985323,1.44669090207505e-06,5.01847467098671e-06,4.17958463881007
"5618","TRA16",-0.43998358125981,8.34336137685417,-5.07854279098187,1.45248308136258e-06,5.03767049490029e-06,4.17570670843917
"5619","BTBD3",0.391556385603446,6.89486818751282,5.07786168953686,1.45675274048209e-06,5.0515798448645e-06,4.17285803989266
"5620","SAMD6",-0.2043905164155,5.12075119768159,-5.07711135309032,1.46147056565337e-06,5.06703807326618e-06,4.16972008185582
"5621","LOC644591",-0.844087351437621,6.51660109863684,-5.07614969317999,1.46753886913338e-06,5.08717218734458e-06,4.16569878709672
"5622","C4BPB",-0.992343671090428,6.16769672211122,-5.07596661145425,1.46869693544549e-06,5.09028100091699e-06,4.16493326423653
"5623","NNMT",0.799641876901209,10.461523023735,5.07571904109038,1.47026433393468e-06,5.09480713973276e-06,4.16389812190022
"5624","ATP2B1",0.416528588704625,5.7366718824098,5.07565444085436,1.4706735938788e-06,5.09531916371414e-06,4.1636280203961
"5625","ROCK1",0.393077434323518,5.21120541161264,5.0739412436999,1.48156773098859e-06,5.13215062014448e-06,4.15646573339709
"5626","CPEB1",0.311225104554507,5.20024418213707,5.07304842270153,1.48727624148556e-06,5.15100916554323e-06,4.15273376792321
"5627","ELA2B",0.321586715485718,5.36896582618489,5.07289634459632,1.48825072938902e-06,5.15346818236094e-06,4.15209812769541
"5628","FLJ10847",1.02498733728881,8.0708896672647,5.07190104851913,1.49464376602296e-06,5.17468617287801e-06,4.14793839304323
"5629","JAG1",0.625007566674544,8.70901275716023,5.07039562596264,1.50436431293891e-06,5.20741492940393e-06,4.1416476287617
"5630","UBA52",0.390425834112598,11.7507458486069,5.06877633815741,1.51488880353764e-06,5.24291444705701e-06,4.13488238268797
"5631","TRIM47",-0.766087125785826,8.12950269072624,-5.06838037037335,1.51747326741455e-06,5.25092641015319e-06,4.13322827311047
"5632","PSMD14",-0.523543556124048,9.4056130399433,-5.0677196635107,1.52179523230735e-06,5.2649467509781e-06,4.13046843044042
"5633","APH1A",-0.488406248310207,9.95497652665635,-5.06700116570403,1.52650883589249e-06,5.28031682360467e-06,4.12746744973283
"5634","C14orf130",-0.406585511672397,7.90164016501973,-5.06577456015637,1.53458867707481e-06,5.30724347454665e-06,4.12234486177541
"5635","FLJ45337",-0.616062934567921,6.47622457640469,-5.06573682165497,1.53483792553607e-06,5.30724347454665e-06,4.12218726964643
"5636","ZNF706",0.322679019830431,7.35258012623341,5.06452611527523,1.54285513001079e-06,5.33401919947839e-06,4.11713188154795
"5637","KIAA0492",-1.23880101955166,6.76226441342886,-5.06440277273441,1.54367417960511e-06,5.33590409608045e-06,4.11661689959808
"5638","BIRC3",-0.624372131172782,8.77482017630539,-5.06287454287138,1.55385749163628e-06,5.37015133461031e-06,4.11023687241636
"5639","LOC643423",-0.783001312004576,6.15326352994102,-5.06244644461368,1.5567218181938e-06,5.37909640494879e-06,4.10844987605261
"5640","LOC645489",0.455714267997623,8.58171785773682,5.0615046872203,1.56304104778584e-06,5.39997425817502e-06,4.1045190694673
"5641","ENTPD3",-0.771559177169014,7.11513357002259,-5.05984839835398,1.57421544839119e-06,5.43761531854322e-06,4.09760701051247
"5642","LY6G5C",0.330318468793149,5.82570620354401,5.05906721390415,1.57951278057401e-06,5.4549462122447e-06,4.09434745762902
"5643","FAM108A1",0.216409249932032,5.06993992559267,5.05852374212632,1.58320837866602e-06,5.46674025488347e-06,4.09207996928921
"5644","DMWD",-0.732031312409871,7.60407562460619,-5.05804901346725,1.5864434117226e-06,5.4769400916752e-06,4.09009942047859
"5645","ECM1",-1.07482414914563,7.58509196139619,-5.05768169515279,1.58895091328553e-06,5.48462507446742e-06,4.08856706491355
"5646","FAM50A",-0.410563204292535,12.0683920060402,-5.05747836584517,1.59034060111497e-06,5.48844963030911e-06,4.08771885905017
"5647","SLC11A2",-0.579336975458729,10.8391676151757,-5.05666596219827,1.59590492623323e-06,5.50667743716213e-06,4.08433006449509
"5648","CAND2",0.41124382207037,7.8452379103396,5.05574091240983,1.60226386708726e-06,5.52764012928388e-06,4.08047181127243
"5649","LOC339879",-0.758344369728947,5.58688244257125,-5.05559260952469,1.60328561648123e-06,5.53018591558449e-06,4.07985330271996
"5650","MYBPC2",-0.4338502230142,5.07701487154527,-5.05415249835147,1.61324046662597e-06,5.56353814021365e-06,4.07384781276347
"5651","FLJ10996",-0.387365324832441,5.1682409509684,-5.05384799208467,1.61535307688814e-06,5.56983802922763e-06,4.07257811408573
"5652","RPL26",0.712051508045892,11.4086880846419,5.05378173183547,1.61581313534767e-06,5.57043859558552e-06,4.07230183545457
"5653","LOC651524",0.301145445747451,5.14031954291517,5.05341987706586,1.61832781819388e-06,5.57812091588673e-06,4.07079308730131
"5654","ULK2",0.505277980800619,6.15291946822626,5.05323464662569,1.61961653719978e-06,5.5815755619628e-06,4.07002079847178
"5655","FLJ10357",0.497912891449321,6.37763372252587,5.05251359379346,1.62464269783454e-06,5.59790680235297e-06,4.06701465615589
"5656","COBL",0.949987092305438,9.63393208702634,5.05237704128359,1.62559625734516e-06,5.600202099429e-06,4.06644538585268
"5657","RCOR2",-1.00970328964613,5.91059543208247,-5.05156087082045,1.63130702548622e-06,5.61888233897807e-06,4.06304307896859
"5658","RNPEPL1",-0.527446614637179,6.67818440686072,-5.05101901757533,1.63510916978793e-06,5.63098306350615e-06,4.06078449162428
"5659","SSH3",-0.501868234012266,9.4162574616134,-5.05082505333241,1.63647229813598e-06,5.63468152132524e-06,4.05997603519403
"5660","SNX15",0.385387970344358,5.62368004004444,5.05053358134753,1.63852276493113e-06,5.64074488951999e-06,4.05876119713353
"5661","HIST1H2BE",-0.491528879394176,5.19439890113576,-5.05045978045745,1.63904234107198e-06,5.64153683373741e-06,4.05845360649916
"5662","GRWD1",-0.379612000398845,9.52253311973738,-5.04981505945737,1.64358815867161e-06,5.65618425851578e-06,4.05576663210986
"5663","SNRPC",-0.392863008343681,9.31051145738703,-5.04943903637894,1.64624509688159e-06,5.66432733758394e-06,4.05419959932651
"5664","RAI16",-0.480922775973749,7.56639471314849,-5.04917084149665,1.64814268672096e-06,5.66985527026093e-06,4.05308197380038
"5665","LOC645349",-0.335273531230643,5.24540013350872,-5.04883477696382,1.65052348816823e-06,5.67704327748595e-06,4.05168157461202
"5666","FOXJ2",0.411619758829872,10.628486714534,5.04781394145544,1.65777599992973e-06,5.7009822376687e-06,4.04742806393741
"5667","SERPINB8",0.656926419924602,6.67518010821313,5.04689525768697,1.66432928872558e-06,5.72250859199188e-06,4.0436006598811
"5668","RBM17",0.461113462975497,9.7013095857422,5.04664646464322,1.66610835022582e-06,5.72761489134616e-06,4.04256421956942
"5669","CBLN4",0.50770908268685,5.29023396905358,5.04636462100285,1.66812598520866e-06,5.73353939350693e-06,4.04139013423958
"5670","ZNF230",0.349796511088547,5.58659008233761,5.04536902071806,1.67527224896889e-06,5.75708637939308e-06,4.03724306600648
"5671","ADCY7",0.433561790564593,7.51543425985449,5.04500266262888,1.67790940327648e-06,5.76513220293461e-06,4.03571717202408
"5672","KCNK6",-0.711670726519457,7.4280047719985,-5.04401371896762,1.68504830510861e-06,5.78864002557146e-06,4.03159854271574
"5673","SIN3B",-0.661797419139576,7.89811404468776,-5.04386143175433,1.68615024653975e-06,5.79140446920978e-06,4.03096436193323
"5674","LOC645345",-0.499603584333089,11.6695461142015,-5.04289548197079,1.69315615518788e-06,5.81444266546277e-06,4.02694207268397
"5675","ANKRD34",-0.457867383309678,5.62100407684046,-5.04156360234044,1.70286258982324e-06,5.84674494497019e-06,4.02139683415302
"5676","LOC651726",0.248611560913448,5.1591654754177,5.04100887964687,1.70692123915265e-06,5.85964769994529e-06,4.01908754115563
"5677","YEATS2",-0.495726522335829,8.75949783650282,-5.04088145548757,1.70785487171708e-06,5.86182000623696e-06,4.0185571014545
"5678","ZMAT1",-0.533110320312352,5.38934512321042,-5.04021526530317,1.71274412289083e-06,5.87756590956813e-06,4.01578403339926
"5679","OCRL",-0.410922634179377,8.37051517490229,-5.03979064000658,1.71586760602355e-06,5.88724780830585e-06,4.01401662061632
"5680","TCEA3",-0.687437496218996,11.095491759402,-5.03942567930107,1.71855663467381e-06,5.89543592017945e-06,4.01249762544412
"5681","MTBP",-0.458149211801645,5.22842441446349,-5.03929980963071,1.71948499264614e-06,5.89758230623305e-06,4.01197376235282
"5682","PPP1R16A",-0.577004822179799,9.10985074855905,-5.03884393673068,1.72285139268763e-06,5.90808859319228e-06,4.01007651312063
"5683","RABIF",-0.344387592970148,5.70652516487338,-5.03852998697111,1.72517348830501e-06,5.91501063164229e-06,4.00876998289403
"5684","OR6B1",0.284621782101597,5.26992151321619,5.0379573774338,1.7294165801108e-06,5.92851549321937e-06,4.00638715131866
"5685","SSR4",-0.414988071874246,13.4747758900527,-5.03736550105179,1.73381311607915e-06,5.94254152450345e-06,4.0039243263757
"5686","LOC402682",-0.450320031125735,5.82272867119652,-5.03723190391053,1.73480699706592e-06,5.9449022753833e-06,4.00336844821531
"5687","FLJ31438",-0.474964082277935,5.86873740706811,-5.03697971924968,1.736684608095e-06,5.94889826287591e-06,4.0023191705444
"5688","LOC643556",-0.219289507873999,5.09069687132184,-5.03697391629677,1.73672783656458e-06,5.94889826287591e-06,4.00229502629739
"5689","LOC643660",0.182403506519981,4.96169614993389,5.03695228273186,1.73688900269444e-06,5.94889826287591e-06,4.00220501605088
"5690","ZNFN1A5",0.480577577238458,6.2610144283561,5.03674267328799,1.73845130894266e-06,5.95320276884847e-06,4.00133291200439
"5691","EVL",0.580509410899637,12.1598331596651,5.03640977959656,1.74093531518606e-06,5.9606615034968e-06,3.99994791767308
"5692","XAB1",-0.36318176606367,10.3394631746905,-5.03447294413652,1.75545637317888e-06,6.00932316082054e-06,3.99189093781988
"5693","PHKA2",-0.723815444148212,9.09836418473626,-5.03400391717127,1.75899050409378e-06,6.02036359955512e-06,3.98994014708514
"5694","POLR1D",0.406820672982693,12.0215323593548,5.03331948031894,1.76416018237057e-06,6.03699704135767e-06,3.98709362683337
"5695","NPC2",0.340598040807967,15.0271721234017,5.03325762999533,1.764628077137e-06,6.03753785478744e-06,3.9868364083491
"5696","SPTY2D1",-0.424064188974399,7.82781213871967,-5.03312143250795,1.76565883049894e-06,6.04000391718256e-06,3.98627000762258
"5697","SPAG7",0.395269663699743,9.42343247250665,5.03134110514122,1.77918649786672e-06,6.08521132366737e-06,3.97886711565643
"5698","TEKT4",0.205648677245946,4.85704383004985,5.03021122037201,1.78782409502494e-06,6.11368067594961e-06,3.97416974382673
"5699","ADAM10",0.405313095263811,6.12166942992884,5.03009101775755,1.78874540252333e-06,6.11575788176294e-06,3.97367005459022
"5700","LOC653490",-0.850055294307866,6.42938268127758,-5.02989186468726,1.79027285234713e-06,6.1199064084182e-06,3.97284218063526
"5701","PPP2R2A",-0.397214517947853,10.0432288710951,-5.02978797927554,1.79107012885125e-06,6.12155787768227e-06,3.97241034014095
"5702","COG1",-0.373226278863305,7.90953779810546,-5.02968434401984,1.79186582979356e-06,6.12320338364213e-06,3.97197954523447
"5703","FZD1",0.49937142826862,7.13357586302126,5.02955813486626,1.79283531540746e-06,6.12544206921172e-06,3.97145492201553
"5704","GLUD2",0.371630631709229,7.05573576103304,5.02885383669651,1.79825481720781e-06,6.14288133122269e-06,3.96852746755623
"5705","SIGLEC11",0.462306184781333,5.5432199099656,5.02873417913231,1.79917715283994e-06,6.14495474550155e-06,3.96803013045465
"5706","GTPBP3",-0.400775594092519,7.73189404134541,-5.02832173368912,1.80235986406262e-06,6.15474622349458e-06,3.96631592675298
"5707","TAF1",-0.380113003215975,5.89042872906814,-5.02816301108541,1.80358613565406e-06,6.15785453885044e-06,3.96565626876027
"5708","EIF4EBP1",-0.558016121434431,6.10838684778397,-5.02777128455433,1.8066160429518e-06,6.1671187100413e-06,3.96402829372293
"5709","ENPP1",-0.36284030036867,5.68986404921329,-5.027107601257,1.81176077719602e-06,6.18359760792862e-06,3.96127028070444
"5710","HEXIM2",-0.593343604736215,6.8842106403077,-5.0269229533619,1.81319466234155e-06,6.18740770503065e-06,3.96050299659293
"5711","LATS2",0.596919474894579,6.80620674137034,5.02630425203211,1.81800724792753e-06,6.20274404235125e-06,3.95793218316351
"5712","C17orf58",-0.437326368647621,8.06021456073864,-5.02552530210824,1.82408401076423e-06,6.22238742117316e-06,3.95469579811317
"5713","SLC41A3",0.437911717031168,10.0784914798763,5.02535899167448,1.82538399392529e-06,6.22573203599411e-06,3.95400485251565
"5714","KIAA1271",-0.782148397053455,7.22209769771947,-5.02481068654404,1.82967626820667e-06,6.23927932901766e-06,3.951726993771
"5715","LOC440585",1.78301666950813,8.92261863121036,5.02355131010152,1.83957221212569e-06,6.27192730590886e-06,3.94649569230133
"5716","LOC390414",-0.422179636190519,5.39639079806806,-5.02295143175066,1.84430423753322e-06,6.28696082371148e-06,3.94400416515135
"5717","ALS2CR13",-0.540661726516255,9.80441542945437,-5.02179878746025,1.85342991877694e-06,6.31696378649094e-06,3.93921732480089
"5718","GLA",0.410857505099569,10.2343928052451,5.0214350691973,1.85631864719232e-06,6.32570284024874e-06,3.93770697856909
"5719","RPL35A",0.500583999278852,13.5515821739204,5.0208220928179,1.86119695325184e-06,6.34121745656795e-06,3.93516174326239
"5720","PDE6D",0.488266920802102,8.50437913110048,5.02036296802624,1.86485901678743e-06,6.35258355631172e-06,3.93325547037262
"5721","LOC642267",-0.362662370036982,5.13965106760407,-5.01948810757261,1.87185648253895e-06,6.37530563927134e-06,3.92962338594714
"5722","NFKB2",-0.634742235978499,7.52800707144295,-5.01881950844387,1.8772214088258e-06,6.39246052970476e-06,3.92684789427558
"5723","TMED10",0.736657458963309,9.72981485828543,5.01832263209223,1.88121809728149e-06,6.40495100917871e-06,3.92478541330095
"5724","KCTD12",0.659393372178266,7.66159496624198,5.01823057492593,1.88195947940561e-06,6.40635577502066e-06,3.92440330822994
"5725","ADORA2B",-0.883167323010142,7.94328561912561,-5.01775327907205,1.88580794068392e-06,6.41833497366397e-06,3.92242225118989
"5726","NFXL1",-0.576845552638601,7.44964310224068,-5.01595250822924,1.9003967137377e-06,6.46685818497715e-06,3.91494909241257
